m,0.285912918,99.577,0.013
m,0.285912918,99.577,0.013
m,0.28588673,99.575,0.013
m,0.28588673,99.577,0.013
m,0.28588673,99.575,0.013
m,0.285880803,76.765,0.0131
m,0.285724912,76.766,0.0131
m,0.285730842,76.765,0.013
m,0.285736807,76.763,0.0129
m,0.285763103,76.765,0.0129
m,0.285757139,76.765,0.013
m,0.285757139,76.761,0.013
m,0.285569125,76.761,0.0131
m,0.285595516,76.765,0.0131
m,0.285595516,76.765,0.0131
m,0.285589618,76.763,0.0132
m,0.285589618,76.761,0.0132
m,0.285589618,76.763,0.0132
m,0.285589618,76.763,0.0132
m,0.285589618,76.761,0.0132
m,0.285589618,76.759,0.0132
m,0.285589618,76.759,0.0132
m,0.285583755,76.759,0.0133
m,0.285765815,76.759,0.0133
m,0.285947869,76.757,0.0133
m,0.285947869,76.755,0.0133
m,0.285947869,76.757,0.0133
m,0.285947869,76.757,0.0133
m,0.285968484,76.757,0.0134
m,0.285968484,76.755,0.0134
m,0.286150566,76.755,0.0134
m,0.286150566,76.754,0.0134
m,0.286177046,76.755,0.0134
m,0.286171265,76.754,0.0135
m,0.286197805,76.755,0.0135
m,0.286197805,76.752,0.0135
m,0.286197805,76.754,0.0135
m,0.286224437,76.752,0.0135
m,0.286230217,76.75,0.0134
m,0.286412227,76.75,0.0134
m,0.286412227,76.75,0.0134
m,0.286412227,76.75,0.0134
m,0.286433143,76.752,0.0135
m,0.286438918,76.75,0.0134
m,0.286438918,76.75,0.0134
m,0.286588476,76.748,0.0135
m,0.286406451,76.75,0.0135
m,0.286406451,76.75,0.0135
m,0.286406451,76.75,0.0135
m,0.286412227,76.748,0.0134
m,0.286385613,76.745,0.0134
m,0.286391424,76.746,0.0133
m,0.286391424,76.745,0.0133
m,0.286418038,76.746,0.0133
m,0.286573458,76.746,0.0133
m,0.286391424,76.745,0.0133
m,0.286391424,76.745,0.0133
m,0.286423884,76.746,0.0132
m,0.286423884,76.745,0.0132
m,0.286403152,76.746,0.0131
m,0.286397271,76.743,0.0132
m,0.286397271,99.557,0.0132
m,0.286397271,99.555,0.0132
m,0.286397271,99.553,0.0132
m,0.286215251,99.553,0.0132
m,0.286188712,99.551,0.0132
m,0.286188712,99.551,0.0132
m,0.286188712,99.558,0.0132
m,0.286188712,99.558,0.0132
m,0.286194597,99.556,0.0131
m,0.286194597,99.556,0.0131
m,0.286200518,99.554,0.013
m,0.286200518,99.554,0.013
m,0.286200518,99.556,0.013
m,0.28623301,99.552,0.0129
m,0.286245023,99.56,0.0127
m,0.287440045,99.556,0.0127
m,0.288824828,99.552,0.0126
m,0.290550323,99.552,0.0125
m,0.292612467,99.551,0.0125
m,0.294959562,99.549,0.0127
m,0.300301807,99.549,0.0127
m,0.302973566,99.549,0.0127
m,0.305813633,99.549,0.0129
m,0.308855628,99.549,0.0131
m,0.315712808,99.547,0.0132
m,0.319736094,99.547,0.0133
m,0.328931113,99.545,0.0132
m,0.33374636,99.547,0.0133
m,0.338567586,99.551,0.0134
m,0.343397246,99.543,0.0137
m,0.348253925,99.543,0.0138
m,0.358025199,99.545,0.0138
m,0.362743189,99.543,0.0138
m,0.367658136,99.543,0.0139
m,0.372584693,99.542,0.0141
m,0.377343127,99.543,0.0142
m,0.382306606,99.542,0.0143
m,0.391723045,99.545,0.0143
m,0.396356676,99.542,0.0142
m,0.400996073,99.538,0.0141
m,0.406013558,99.54,0.0138
m,0.416019171,99.515,0.0139
m,0.421199515,99.517,0.014
m,0.426376914,99.515,0.0141
m,0.431737291,99.513,0.0142
m,0.442273749,100.111,0.0143
m,0.447643648,99.615,0.0143
m,0.447647162,99.52,0.0142
m,0.457864787,99.511,0.0141
m,0.462516812,99.511,0.0142
m,0.471281626,99.511,0.0145
m,0.471275098,99.513,0.0147
m,0.479695808,99.546,0.0149
m,0.483814453,99.511,0.0151
m,0.488126141,99.509,0.0152
m,0.492439509,100.398,0.0154
m,0.500899735,99.509,0.0154
m,0.505043874,99.517,0.0155
m,0.508807143,99.509,0.0156
m,0.512565284,99.509,0.0157
m,0.516317334,99.553,0.0161
m,0.523835242,99.76,0.0163
m,0.527583401,99.527,0.0164
m,0.530962692,99.509,0.0165
m,0.53432714,99.58,0.0165
m,0.537516245,99.542,0.0165
m,0.543128146,99.54,0.0165
m,0.548548841,103.058,0.0168
m,0.551912683,99.99,0.0169
m,0.55563668,99.506,0.017
m,0.559742696,99.517,0.017
m,0.564033767,100.691,0.017
m,0.568519952,100.474,0.017
m,0.573014499,100.131,0.0171
m,0.582027329,101.079,0.0168
m,0.590097214,105.875,0.017
m,0.594025442,99.509,0.0173
m,0.597784896,99.591,0.0174
m,0.60154503,101.691,0.0175
m,0.605323582,100.412,0.0173
m,0.60874232,105.884,0.0167
m,0.615707773,103.648,0.0166
m,0.619485334,104.79,0.0166
m,0.627584465,99.966,0.0172
m,0.6317681,100.267,0.0174
m,0.63613082,99.562,0.018
m,0.6406995,100.126,0.0183
m,0.645674307,104.781,0.0182
m,0.655822323,99.531,0.0178
m,0.660790721,99.687,0.0178
m,0.665597942,100.267,0.0175
m,0.670382019,100.191,0.0178
m,0.674784786,99.849,0.0181
m,0.683781456,100.345,0.0187
m,0.688021619,100.483,0.0191
m,0.692266247,100.392,0.0194
m,0.696512148,99.974,0.0198
m,0.700914777,100.414,0.0199
m,0.705520281,103.655,0.02
m,0.71468264,103.203,0.0199
m,0.714685484,97.264,0.0197
m,0.723272357,102.435,0.0197
m,0.72774334,97.284,0.0198
m,0.737003601,76.855,0.0199
m,0.737002244,100.846,0.02
m,0.745352676,102.647,0.02
m,0.748285674,102.818,0.0201
m,0.750036182,101.258,0.0203
m,0.751198362,101.839,0.0203
m,0.751973213,102.417,0.0203
m,0.752748123,90.479,0.0203
m,0.769819834,110.311,0.0203
m,0.77969673,108.411,0.0205
m,0.77969315,105.302,0.0208
m,0.788780586,108.538,0.0209
m,0.793050701,97.267,0.021
m,0.822435732,112.086,0.0211
m,0.826897929,111.551,0.0212
m,0.836057613,105.477,0.0212
m,0.840704484,110.688,0.0215
m,0.866687599,109.782,0.0228
m,0.875013709,103.539,0.0228
m,0.879464217,104.091,0.0228
m,0.883916216,110.044,0.0227
m,0.888525673,109.909,0.0227
m,0.915925491,115.205,0.023
m,0.92035393,104.658,0.0232
m,0.924782105,103.914,0.0235
m,0.93346006,107.247,0.0237
m,0.933459398,105.41,0.0238
m,0.958873723,110.315,0.0248
m,0.96330769,108.621,0.0247
m,0.972358364,116.72,0.0246
m,0.981463242,105.053,0.0247
m,0.98610778,106.466,0.0247
m,1.015534206,104.105,0.0254
m,1.01956852,102.374,0.0256
m,1.02360389,101.551,0.026
m,1.030984284,101.573,0.0262
m,1.054998611,103.134,0.0271
m,1.054998611,101.573,0.0271
m,1.057908081,101.751,0.027
m,1.058089642,101.972,0.0269
m,1.058271506,102.161,0.0267
m,0.754666461,101.039,0.0202
m,0.757134285,76.788,0.0202
m,0.757134285,107.337,0.0202
m,0.765027185,102.027,0.0202
m,0.797117017,106.027,0.0211
m,0.801368749,110.636,0.0211
m,0.809691911,97.264,0.0211
m,0.813922947,108.543,0.0212
m,0.818179427,111.267,0.0211
m,0.84537818,104.528,0.0216
m,0.849821595,105.468,0.0218
m,0.854082015,118.484,0.0221
m,0.858524473,109.807,0.0226
m,0.866687599,121.982,0.0228
m,0.893318161,107.12,0.0227
m,0.902772235,105.938,0.0227
m,0.907199957,106.309,0.0228
m,0.911471893,106.944,0.0228
m,0.942085847,123.387,0.0241
m,0.946124935,106.95,0.0244
m,0.950191364,115.397,0.0246
m,0.95462353,109.836,0.0247
m,0.990442948,109.162,0.0247
m,0.998696503,105.935,0.0248
m,0.998695995,101.963,0.0249
m,1.007190122,106.311,0.0251
m,1.011347763,108.617,0.0252
m,1.034510246,86.397,0.0264
m,1.038220365,105.232,0.0266
m,1.03822005,111.058,0.0267
m,1.045556372,108.943,0.0268
m,1.049183498,92.779,0.0269
s,1.058453092,102.157,0.0266
s,1.058604374,101.99,0.0263
s,1.05878601,102.195,0.0262
s,1.058755059,102.014,0.0262
s,1.058967294,101.999,0.0262
s,1.058967294,101.998,0.0262
s,1.059148585,101.804,0.0262
s,1.059148239,102.799,0.0263
s,1.059329188,102.017,0.0264
s,1.059448329,101.818,0.0265
s,1.059629954,101.997,0.0264
s,1.059781063,102.001,0.0262
s,1.059963853,102.019,0.0258
s,1.059874309,101.996,0.0251
s,1.059843522,101.818,0.0251
s,1.059843522,101.822,0.0251
s,1.059661739,101.824,0.0252
s,1.059661299,101.813,0.0253
s,1.058658432,101.815,0.0263
s,1.058446012,102.005,0.0264
s,1.058445685,102.194,0.0265
s,1.058264342,101.793,0.0265
s,1.058233288,101.822,0.0266
s,1.058656016,101.816,0.0262
s,1.058625402,101.826,0.0262
s,1.058777284,101.828,0.0259
s,1.058777667,101.821,0.0258
s,1.059231864,101.821,0.0254
s,1.059383216,101.819,0.0253
s,1.059352751,101.819,0.0253
s,1.059352751,101.828,0.0253
s,1.059352751,102.013,0.0253
s,1.059350693,102.004,0.0258
s,1.059350309,101.826,0.0259
s,1.059349571,101.83,0.0261
s,1.059167797,102.014,0.0262
s,1.059167451,101.825,0.0263
s,1.05843911,102.02,0.0272
s,1.05822697,102.005,0.0273
s,1.058226727,102.004,0.0274
